,Sentences,Labels
9695,me ne yeh set 4 din pehlay lia h . set bahut acha h ,pos
9696,me ne yeh set liya hei alaaa hei set . ,pos
9697,me ny bhi hypersyar sy s7 edge black colour my purchase kiy hy . bilkul perfect cl rha hy koi issu nhi hy . waterproof test bhi kiye hain . pani ky andar videos bhi bnai hain . or koi s7 edge s6 ky sath ya note 4 ky sath kyon exchange kry ga . age caheye to new ly ao . dmag krab hy ,pos
9698,me ny ye cell ajj hi lia hai kuch hours pehle yani 11p . m . or me using it me ny bht sary cells use keye hain but local cells mai voice or qmobile gright gfive sab sy best hai ye bht acha hai ye ,pos
9699,me sirf itna kahta hn hum kisi se kam nhi ,pos
9700,me tey tareef kitti c,pos
9701,me ya mobile khredna chahta hon ,pos
9702,me ye set 2 months se use kar raha hun aur agar koi ye kahe ke itne me samsung ka koi set iska muqabla kar sakta ha to wo uski bhool ha kisi bhi qisam ka masla nahi ha is phone me aur abhi tak qmobile jaise brands ke ilawa ye best budget phone ha ,pos
9703,me yeh set 4 month se use kar rha ho ar is price k hisab se mere khyal me is j sa set nhe hai is k all features ala hen bht acha laga yeh set ,pos
9704,me zaror try kronga,pos
9705,mehra khan good nice i like you dtama maja ya drama bhat pasand ha so like man khilal yar ya drama bhatdara ka bhad fhka ha,pos
9706,mehwish aap to mujhe buht ache lagi hai aap buhot acchi acting karti hai,pos
9707,mein bataon kya mujhy kya milay mujhy sbr he ka sila mila ... speechless﻿,pos
9708,"mein to aik ugly si , moti si , kaali si bhains hoon :) ",pos
9709,mein to wesi hi rahoon gi jesi mein hoon .... baray dion baad nazar aye tum dm ;) ,pos
9710,"men ik radio jokey hu meri job 2003 men hui jab pervez musharraf sahb ny niji radio ki manzoori di thi to ajj mery ghar men khush hali hy sirf pervez sahb ki waja sy and pervez sahb ky dushman yeh sun lain pervez musharraf bahut khush qismat hain bcz meri maa unhen apni har dua men yaad rakhti hain , pervez sahb ko allah khush rakhy woh ik farishta insaan hain",pos
9711,mene abhi lya hay lajawab cell hay .. nd iski camera too waooo bina soche le looo joo lenaa chahta hay .... ,pos
9712,mene aj pehli martaba keyboard ke baghair type karna dekha hey awlaa bro,pos
9713,mene bachpan me ye bht khayin .. meri mama bht achi bnati han ab me b try krungi,pos
9714,mene kal custurd fruitz ballz banaye the ... bt pic nhi click ki : bang head : .. chalen nxt tym banaongi to share karongi… bohat acha bana ha,pos
9715,mene kal hi ye phone liya hai . me bus ye hi kahu ga jo ek baar ye phone le ga samsung ko bhool jaye ga . go for it ,pos
9716,mene use ker k dekha hai camera waqai acha hai ,pos
9717,"mera aik uni fellow hai us ko bhut pasand hai jub bhi outing per jate the wo inhi ki prawns aur shrims ki hi zid krta tha ,,, per hum baqi us ki aik nai chalne dete the ,,: happy : ",pos
9718,mera fesla fary gul k haq me he g,pos
9719,mera khyal hai k har kisi ko haq hai,pos
9720,mera naam ikram hai main karachi kay ilaqay rizvia main rehta hoon wahan har rooz aik street crime hota hai main request karta hoon kay is ko band kya jaai ta kee ham sakoon aur chain ki khushal zindigi guzar sakay,pos
9721,mera naam muskan apki fen hun me aap se yeh nahi kahoo gi aap mujhe riply karen bus aap humesha khush rakhe ameen,pos
9722,mera nahi khayal k is waqat team main koi younis se zyada captainship ka ahal hai ... ,pos
9723,mera name rahmat khan hai meri ap se yeh gozaresh hai keh jeha be koe chor ap per humla kery to forren kesi kereebe police station per itla deya kery ager os k bad be koi karwae aamel mein nahe athe to jess ko ap neh vote deya hai os sey rabetha kero ager wo be koch nahe kery to ainda seh os ko vote math do,pos
9724,mera pas rivo rx150 ha is ka toch very smooth ha or ya bohot fast mobile ha ,pos
9725,mera vote peoples muslim league k lye hai jo k dr arbab ghulam raheem ki party hai or arbab ghulam raheem ne joo khuch kaha hai ba parda aurto k lye wo islam k nazriya say bilkul sahi kaha hai he is riht 100 % ,pos
9726,"mera vote sirf pml - n ka lya ha , jo taraqi is mulk na ki ha , isy ki wajha sy ha",pos
9727,mera vote to sirf pmln k liya ha agar nwaz ki hkomat ai to mulk ma karo bar bahter hoga her kisi ko rozgar mohiya hoga mari nake tmanay muslim lig nwaz k sath hain . ,pos
9728,"mera yehi matlb tha ,,,, yr ladies roze k saath cooking krti hai agr hum assist kr dain tu acha hai na ,,, wo bhi khush ho jayain gi aur time bhi acha guzr jaye ga batain krte hoe :) ",pos
9729,meray khayal main chutyon main english language ka course karna chahiye jis ka faida bhee ho ga . ,pos
9730,meray khiyal may bjp ko aaisa nahi kerna chaiyay tha,pos
9731,meray pass to alfaz bhi nahin hain ais movie k liy﻿ kamal ha,pos
9732,mere apne mazahiya waqeyat boht saray hein ab soch rhi hon k konsa share kron,pos
9733,"mere bacchhi may you live a long , happy n healthy life . ameen",pos
9734,mere be ek request hai ki mera id plz again khwahish kya jai,pos
9735,mere dua hai k imren khan he jita in she allah,pos
9736,mere favr8 ha ye recipe,pos
9737,mere ghr b jst mama ko pasnd hai ... mera thora sa kha kr hi dil bhar jata ha,pos
9738,mere khial me ham ko waqt zaya nahe krna chaia balke is time ma ziada se ziada seekhna chahya . gahr k kaam kerny chahyan . apne sehat ki behtari pr zor dena chaia ku k wakt guzarne ka pta nahe chalta agr hm is ko ziaa kre ge to zindgi hme ziaa kr de ge,pos
9739,mere liye egg fry krne ki recipe post kr sakti hein ???? mujhay bohat pasand hain,pos
9740,mere moun mein recipe parh k hi pani a gya hai,pos
9741,mere pas waqt nahi hai un logon se nafrat kerne ka jo muj se nafrat kerte hain .............................. kyun k main masruuf rehta hoon un logon main jo muj se muhabbat kerte hain ............................... ,pos
9742,mere pass lafz nh hai main kia bayan karon ... love from denmark .. ✌﻿,pos
9743,mere pass z12 hai or bohat hi acha set hai yar display behtreen sound wow look kamal ki hai or is price mein or koi choice ho hi nai sakti ,pos
9744,"mere tu eyeside week hai muje tu lazman khani chahye hai , faida hota ha ayesite ka . ",pos
9745,"meri boht pasandeeda poetry hay ,, boht umdah awesome sharing ,,, ",pos
9746,"meri humdardi alvira k sath hai ,, us ne humzah k liye apna ghar asaish chori or humza ne uski qadar nahi ki paisa kamaney ki machine ban gaya jub k alvira ko tou sirf uska love time chaye tha ,, alvira ko sub ne akela chor dia ,, uskey parents ne ,, uski saas ne or uskey husband ne bhi or aisi halat main tou uski saas ko us k sath rehna chaye tha ,, pota , poti ki koi khushi nahi unhain ajeeb maa hai . humza ki ,, ",pos
9747,meri jan hain ap,pos
9748,meri life me 1st drama to aisa dekha jo direct dil par laga hai .. soper duper ? ,pos
9749,meri maso ka hath ka ho too my fvrt,pos
9750,"meri pasandida shaksiat wo ho ge ya mere liye heero wo hoga jo pakistan k halat behtar kary pakistan ko chala kar dekaiiiii ......... gurbat , mehngai , dashat gardi , lotmar , khudkash hamly , ye sab khatam kary ........ wo mere liye pakistan ka national hero ho ga chahai wo jo b ho ... ",pos
9751,meri tamam musalmano se yeh iltija hai k woh apne aamaal theek kardain kyun k jub tuk musalman angreezon aur hinduon k style aur rasam par chalte rahenge isi tarah khuwar hote rahainge . aur is mulk me marshal law lagni chaiye yehi hal hai is tamam maslon ka aur jo b sadar buney is mulk ka usko chaiye k wo tamam muslim countries ko aik karain aur america ki madad laina chor do aur allah ki madad ki umeed rakho beshuk allah behud ghafoor o raheem hain .. aur jitni b pakistani political parties hain un ko is waqt aik hona chaiye aur apas ki ranjeshain bhula daini chaiye kyun k allah na kare agar pakistan ko kuch hogaya ya thoot gaya toh pakistan me na koi political party rahegi aur na koi leader is liye agar apni party bachani hai toh phele pakistan bachao .... ,pos
9752,meri taraf se ap submit krwa do apoo :p,pos
9753,meri taraf se sb ko congrats,pos
9754,meri tu dua hai k allaha hamarey pakistan ko apni aman mein rakhey aur isy tariqi dayn .... ameennnn ,pos
9755,meri zaat zara e be nissan is very good﻿,pos
9756,"mery b ma na aj bnaye hain :), bohat achay bany hain",pos
9757,"mery khayal ma leadership insam ma hoti ha , degree isy nagi dyty , islya agar awam dasti ko acha leader samajtay han aur usy wapis chahty han to isy aa jana chahya",pos
9758,mery khayal mai aap cricket sirf lala k leya dekte ho ... afridi ko khud a jana chy match jaldi khtm ho jana thank,pos
9759,"mery khayl me ye nahi hona cheay keo ke es se nojwan nasal bhore kamo me shamil ho rahe he , isy achay aur taameery kam kerny chahya",pos
9760,mery khyaal me un girls se zyada achi lug rhi hain jo hijab nhi krti .... allah hmesha inhy apni rehmut k saii me rkhy .. ameen .. ,pos
9761,mery liye dua kia kren plz .. may mn mery paper hain or august mn entry test .. insaf krny walay ruler ki dua rad nai hoti,pos
9762,mery pass waqt ni on logon sy nafart krny k liy jo mujhsy nafart krty hn,pos
9763,mery suggestion ha ka tamam government officials say resign lay ker bil tarbeeb un kay seniors kay pas jama kar daiy jain aur jis bhee official kay khailaf kisi bhee kisim ki bhee bud unwnwani ki shikayat mosool ho us ka senior ( supervisor ) us ka resign accept karay aur baiman shaks ko faragh kar day . agar senior aisa na karay to us ka senior dono ka resign accept karay . is sy behtri aur tariqi ka imkan ha . ,pos
9764,metro bus k route per rahney walo say malum kerey un ko kitni saulaht us bus say hay sirf siasat chamkaney har chease per nukta chini achi nahi musbat siasat is ko nahi khatey,pos
9765,mhje bana kr b bheaj den sirf dil jala rhi hain : unsure : ,pos
9766,mi nay mobel purches kiya hi acha mobel hi sub kuch hi is my kam az kam q mobel say to acha hi or made in china nahe made in hungray hi jo sub say achi bath hi or advance ke garannty k sath ,pos
9767,"milk ko grm kya , sugar or coffee ko 1 mug main dala us main 1 table spoon water daal kr us ko achi tarha phant lya us ka paste ban jay ga phr us mug main grm milk dal dya ban gai coffee chalain pee lain , acha lagay ga . ",pos
9768,mir sb aj aps walon ko yad kar lin,pos
9769,mir sb khan sb ki stugral acchi ha,pos
9770,miss u all in ipl 2014 . guys agr ap saray hotay to top pakistani players ka hee hota . essi ki tessi duniya ki,pos
9771,"mitti paao , tay aggy jao",pos
9772,miyan maani .. biwi hira .... bacha muzammil ... poora gharana mil ker acting ker raha hai ... kuch arsay baad maani apni behen ayesha aur abbu saqib sheikh ko bhi le aye ga ... phir hira k parents bhi ajaengay iss dramay mein ... phir poora khandan ajaey ga . ,pos
9773,"mje lagta aik dosre ki dekha dekhi hr person hi shahmeer k khilaaf hai but he sang a song very very well , mujhay bohat pasand aaya . ",pos
9774,mje tu pata he me winner ni hongi or muqabla b barhe barhe logon k7 he s lye me bs younhi ek funny event share krongi ,pos
9775,mjh danish and aizs bhot pasand hain,pos
9776,mjha b bhttttttttt pasand hai,pos
9777,"mjhe b bht bhok lg rhi h es ko dkh k , bohat mzy ki lag rahi ha",pos
9778,mjhe bht bht passand hai anday alu,pos
9779,mjhe fully variefied krna ata ha last week mera paypal account limited hogya tha or call yaa msg varefication maang rha tha but mene 1 trick se usay fully varified kr liya ha or limitaion b khatam kr di ... or mene abhi kal hi sites se pay out ki hai 19 $ ki allhamdulilah fully varefied ha ab ... ,pos
9780,mjhy abhi khana h… itna mazy ka ha :( ,pos
9781,mjhy pta tha k aus hi jeety ga :p,pos
9782,mjhy to bs bana k bheaj do plzzzzzzzzzzz : hungry : ,pos
9783,mjy yqeen ni aa rha k qmobile ny itna acha mobil bnaya h .. ye best h .... main samsung s5 user tha . ,pos
9784,"mmm fried chicken , scrools or zinger burger or sweet main ras malai or gajar ka halwa mjha to yehi bht acha bnana ata hai bhaj doon bna k :) ",pos
9785,mny ye set one week phly buy kya he .. yr kya set bnya hi voice walon ni q si to bht agy hi yrr .. cam bht zabrdst hi .. battery timing bhi buht achi hi . ,pos
9786,mobil achcha lag raha hay or company bhi new hay ,pos
9787,mobile acha hai camera bhi full hd ,pos
9788,mobile bhot hi axha hy v ,pos
9789,mobile bht acha hai ,pos
9790,mobile boht achha ha itni price mein ye best ph ha ,pos
9791,mobile function k hisaab se bahut hi acha set h ,pos
9792,mobile slim bhi hai . ,pos
9793,mobile thik hy ma kal say use kr raha q mobile ki takar ka hy ,pos
9794,mobile to acha ha chalny me ,pos
9795,mobin bhai zabardast sharing hy . ,pos
9796,modi ka tofa pak afghan,pos
9797,mohabat bhi kambakhat aisi cheez hai us se hoti hai jis se zarori nhi hoti buhat achay han,pos
9798,mohabat karna to sub janta hn but koe izzat karna ni janta . i love this story﻿,pos
9799,mohabbat khuda ki neamt h .. basharte k ap usi ko chune jise khuda ne apke liye chuna ho ... ﻿,pos
9800,mohat acha aur zabardat khana banatay hain,pos
9801,mojoda hakomat na bohat sy achhay kaam kyan han is lya is ko vote don ga,pos
9802,mojy bhi bhot pasand hy daramy jin ky ap ny naam lihky hy﻿,pos
9803,"molvi subhanallah ki acting wahhh subhanallah ,, ",pos
9804,most welcome brother,pos
9805,most welcome sis hamein bhi aap sab sey baat ker key bohat acha laga,pos
9806,movi is amazing hit kioun ni huwei think bcz of trailer which giving image as its exactly copy of bajrangi bhaijan﻿ acting ache ha bus,pos
9807,movie bht alawww,pos
9808,movie boht achi ha but english tu itni boli ha jesy koi hollywood movie ha english kuch ziyda he ho gai ha,pos
9809,movie is best,pos
9810,movie is very good ,pos
9811,movie say pehlay upset tha mood off tha ab moo acha ho gaya,pos
9812,"mqm jo is mulk se waderana aur jagerdarana jaise jahelana nizaam ka khatma chati hay aur in logoon ko lalkarti hay jisko yeh loog bardasht nahe karsakte kuyn k is he nizaam se unhone awaam ko apna ghulam banaya howa hay aur is mulk per qabiz hain , yehi loog mqm ko badnaam karne k liye qatlo gharat gari kar kar iska ilzaam mqm per laga kar badnaam karte hain , yeh jahil jaali degree holder loog . ",pos
9813,msg parh k mera itna dil kya k ma na khud hee bna lia :p,pos
9814,"mubarak ho meri taraf say bhi , ",pos
9815,mubarak ho tea ap ko,pos
9816,mubeen apne hath se banai hoi cheez ka maza hi kuch or hota ha thanks,pos
9817,muhammad amir jaisa boler koy nahi hai is ko badname keya ja raha hai amir ko boler of the year ka award milna wala tha is leya ! bakiyo ka kya bolai ? ,pos
9818,muj pti ke tarf laksn larn do main jatyo ga,pos
9819,muj ye drama psnd h song b acha h﻿,pos
9820,mujay chees bht pasand hay,pos
9821,mujay pata ha q mobile copy he karta ha z9plus bhe copy keya gayaa ha ... laken joo bhe kartay haan q walay . mobile fit hoota ha kaam price maay . ,pos
9822,"muje b baba keh rehey hain k gulab jaman bnaney hain , achay lagty hain",pos
9823,muje b khila dein na,pos
9824,muje fakhr a k mera leader corrupt nai ❤ hamesha aisy e rehna 💕,pos
9825,muje rank chahye :-) ,pos
9826,muje ye set ki specification achi lagi hen ,pos
9827,mujh se to sher bhi panah mangtay hain :) ,pos
9828,mujha ap ka khanay bhot acha lagtay hai,pos
9829,mujha koi aisa kaha na to main kahti hoon mat khao kha q rha ho : smile animated : mazy ka lag raha ha is lya kha rahy ho,pos
9830,mujhay bari khushi huee kay meray piyary bhainsay ko meray comments pasand aaye .... love u meray bhainsay :) ,pos
9831,"mujhe bohot si cheezen achi lagti hain ... jesay imran abbas , meekal zulfiqar , ahsan khan , noor hassan ( khizer of humsafar ), aur fawad khan bhi acha lagta hai jab wo well - groomed hota hai .:........ :) ",pos
9832,mujhe chocolates boht pasand hain lekin mai ne kabhi bhi hot chocolates drink try nahi ki hain . i don ' t know how to make it . i am reading the recipe,pos
9833,mujhe fakhar hy k mn eik aisy country mn rehty in jis ki miti mn itny kubsurat hiry hn ..... i dont know what to say but this telefilm is one of the wonders made by pakistan television ....... she is really one of the brave people who sacrifice their life for pakistan ..... really feeling proud ,pos
9834,mujhe fasial ka drama bohti acha lagta hai jeise me bashar momin aur aap key liya bohti best drama hai﻿,pos
9835,mujhe palak or gosht ka salan boht pasand . ,pos
9836,mujhe palak or gosht ka salan boht pasand . but sometimes it becomes heavy for the stomach . both things are heavy . however it is very tasty . i like methi and gosht too . methi and palak taste best when cooked in desi ghee . ,pos
9837,mujhe to aap indian lagti hain :) ,pos
9838,mujhe to aise browser ki talash thy thanks,pos
9839,mujhe to buhot maza aa raha hai ,pos
9840,"mujhey aj sehri mein khana tha , kabhi to mazydar khanay sy sehri kerny don : facepalm : ",pos
9841,mujhy b maaf kr dy,pos
9842,mujhy tu bhok lagny lagti hai yeh sab dekh ker ....: stop : mazy daar,pos
9843,mujy boht pasand hai,pos
9844,mujy love ho gya ha yar is say itni ache acting ha yar,pos
9845,mujy masala channal boht pasand hai or masala channal ki sari tem boht achi hai or sab achy lag rhy hain,pos
9846,mujy shan ki acting zadya ache lagti ha yar ,pos
9847,mujy ya drama bhut pasand aya so heart touching . ,pos
9848,"mulk ka kafi hason ma bijly ka masla khatam ho gya ha , aur kya chahya is awam ko ? ",pos
9849,mulk ki taraqi sy jalnay waly hi is itehad ka khilaf han warna sab ko nazar aa raha ha ka is sy mulk ma behtrai aa rahi ha aur mazeed behtari aaye gi,pos
9850,"mulkon ka doosary molkon sa rabta hota ha . cheezayn kharady bachay jaty hain , agar siasat dan aymandar hon to corruption ka chance nahi hota jo ka mulk ka lya faida mand ha . ",pos
9851,mulkon ki taqdeer badalnay ka lya achay rehnomaon ki zaroorat hoti ha,pos
9852,mulkoon ki taqdeer in sey nahin awam sey badalti hein . awam sahi kaam karay to hukmaraan bhi sahi chuntay hein,pos
9853,mullah aor ik ko hang kar do sath mn talban k sohlut karon ko tu dahsut gardi ka koi name ni lay gainshallah zaroor khatam ho jaye gi # pakistanzindabad,pos
9854,"musharaf ka door ma it na bohat taraqi ki , her tarha sa kamyab leader tha",pos
9855,"musharaf ka door sy pehla pakistan aur baad ka pakistan bohat alag ha , bohat taraqi hoi ha",pos
9856,muslim dunya ko ikhtilafat bhula kr mutahid hona chahie,pos
9857,muslmano khuda k lia aik ho jao . ,pos
9858,my boom boom lala i really love u bht saara ... acha agr ja rhe ho to i want to c u lifting wc kuch b ho jae only u bas u u u,pos
9859,my bro no retarmint plzz ap pakistan team ke jaan ho best of luck pakistan vs india ke match ke liya inshaallah zarror jeto,pos
9860,my childhood was awesome .. aj kal ki generation ka khuda kher kre﻿,pos
9861,my dear bhainsay sub se pehly to tumhen takkar maroongi ... phir tumhary saath kisi khet main jaaker chaara bhi khaloongi . ) ,pos
9862,my dear bros yaroo yeh sirf israel aik aur nation tayar karay gaa jo ko mazeed achay tarikay say islam k hilaaf propa ker sakay gaa aur agar israel arabic logo ko yahodi maa de dey i mean if jew girls marry to arabic guys then what about the kids think about it aur tareeh guwah hai k israel nay bohat see aise he ghatia harkaat kee hain islam k hilaaf,pos
9863,my dear yahan hr person ko haq hasil hai kisi ko b achaa ya buraa kehne ok so plzz ap coment kerte waqt limits main raha kerain shukriya,pos
9864,my dream mere beti jim aster by aur gold made lay mulk ky lye﻿ very nice,pos
9865,my fav but pakistan ka nhi,pos
9866,"my fav drama i like this type of diffrent story ,, writer ne aik boht diffrent or mushkil subject choose kar k baqaida research and home work kar k drama likha hai ,, very nice ,, good job ,, ",pos
9867,my fvrt drama iss drama nai mujhai rullaa diyai like ilma and ramish allah na krai ki jaisa ilma kai saath hua vo kisi kai saath hohm bhi teen bhnai h aur bdee bhn ka name ilma hi h na koi hmara bhai h allah hm teenoo bhno ko dusrai ghar mai khush rkai﻿,pos
9868,my fvrt halwa gajar ka halwa and plese download kkhajoor aur akhrot ka halwa,pos
9869,my fvrt halwa gajar ka halwa . ymmmmmy,pos
9870,my leader i love u m ap ka bht brha jeyala hun m darne m b gaya tha my leader mari khwaish hai k ap mere sms ka ans dy,pos
9871,my name anu my favorite song mujha mara piyr miljaya﻿,pos
9872,n 2 months se use kr rha hon buht acha mobile hai . ,pos
9873,"n - league ko bhee khulay dil sy is ko qabool kerna chahya , sab mil ker chalay gy to is mulk ma taraqi aur khushali aany ki umeed ha",pos
9874,"n - league sy jo alag hata ha wo bura ban jata ha . q league waly asal ma achay hain , un ka kasoor sirf ye ha ka wo n - league sa alahda ho gye hain . mery khayal ma aymandar aur mukhlis hain q league waly . ",pos
9875,na bikta hai na jukta hai yeh is ka famous dialouge hai her video mai bolta hai ajj pata nahi kaise bhool gaya,pos
9876,na g na assan te bry khush aann : dancing while running : ,pos
9877,"na g na ! unhain shoot karny ki zaroorat nahi , bas aapka ek nazr e karam ek muskurahat he kaafi hy . ",pos
9878,nab ke pas moqa hai k wo apne aap ko neutral prove karen . good step,pos
9879,nahi bilkul nahi jhot achi chez nahi hay,pos
9880,nahi bilkul nahi jhot achi chez nahi hay . jhot bolna say allah taala naraz hota hain,pos
9881,nahi jii kattan nahi jhoot bolna always hi vry burri bat hai aur is ka koi faida nahi 100 % pakki bat aur is ka burra result apko vry jaldi hi mil jata hai 100 % ,pos
9882,"nahi ma sha allah .. subhanallah .. hamarai laal .. hamarai ..."" gali kai chaand "" ",pos
9883,nahi ye afghan ka hai aor ye bht mashoor hai afghan mai,pos
9884,nahin nahin nahin ... meri kiya majal kay main sohai kay baray main kuchh kahon ... :) ,pos
9885,nai bhai ye tu bhut hi achi site hai :) ,pos
9886,"nai main such main banao gi lakin khanay k lya ap ko quetta ana paray ga , mazydar ho ga . ",pos
9887,nai nai ab a gya samjh achay se tnx dear,pos
9888,"nai , aor dramay nai honay chaheay . q k es say behter ho he nai sakta . her pehlo cover kea , aor itni zaberdast storyline k sath . us say acha , yhe drama dikha dn her sal . aor jo b dramay banay es topic ph , wo depressing hoty hn , yeh bhut he alag tha",pos
9889,nai .. i just want k itni bzi life guzarney k bawajood ik mjhy personly jantey k mein un ka bht bara fan or supportr hun thats it,pos
9890,naseem k programm me aik he waqt main 3 se 4 log batein ker rahay hotay hein aur sab se bari baat agar koi aik mehmaan baat ker raha ho to ye uss ke baat complete honay se pehle doosrey mehmaan se sawal pooch leti hein aur ye aksar aisa he kerti hein ya to aap program mein 2 se 3 mehmaan bulaien aur sab ko poora moka dein aik program main 5 mehmaan bulana aur unhein baat bhe poori terha na kerne dena ye un mehmano ke sara sur insutl haiaur program ka bhe na sir rehta hai na paao bus ye ratings bherhanay k chakaro main 4 se 5 mehmano ko madoo ker leti hein magar program kese host kerna hai ye in bb ko pata he nahi,pos
9891,naswar say phalnay wali bemarioun ki agahi par program honay chahiya,pos
9892,national actn plan puray country k lye tha nt jxt 4 sindh . jese sindh ma follow horha puray mulk ma hna chahia,pos
9893,nawaz sharif adliya ki baat karte hen us waqt kahan they jab in ki hakoomat me supreme court par hamla kiya gaya tha jo faisla aya he bilkul theek aya he,pos
9894,nawaz sharif ka satha both acha howa hay ka nawaz sharif to nahil thay hi iftikhar chodry ko bhi na ahil karwadia na ahili to samnay agai rodon per agay . in ka bus chaly to logon ka sahat rod per hi so jay kehtay hay bhok hartal karay ga lakin ya to khod ghar say khana kha kay aatay han logo ka bhoka kar day tay han,pos
9895,nawaz sharif tarikh se sabaq seekhaen siasat give and take hota hai maan len ke muntakhab hukumat par adalti amreyat qaem nahee ke ja sakti mazool justice ko qaael karen keh wo khud ko khuda nahee samjein gay agar nawaz chief justice ke bahali chahtay hein aur hukumat razi nahee to takhta ulatnay ke koshish karnay ke bajaey 5 sal intizaar karen ehatijaj beshak kartay rahen keunkay mandate bahrhaal peoples party ko mila hai aglay election mein awam kia sahee tha aur kia ghalat ka khud faisla kar den gay,pos
9896,"naye logon ko chance dyna chahya kyonka , tabdeeli hamasha behteri lati ha . ",pos
9897,nazar na lagayi yawr =)) ,pos
9898,neek aur aymandar siasat daan khushal mulk,pos
9899,net speed achi batery timing b ,pos
9900,"new kpk , new peshawar ka example hoga . ",pos
9901,next year we r hosting t20 .. mezbaani mai hum bhi kam nai hain sir . aaye india,pos
9902,nhee supplier hsin bhoot iss ka pass tum pershan na ajkal free khata means mufta,pos
9903,"nhi m ise bhot kharab addat samjhta hun or yeh bori addat mjh m bhi h m apne "" rab "" se dua karta hun mjh is addat se nijaat ata farma "" ameen "" ",pos
9904,nice .. esy darmas zror banany chahiy . jes sy mushrae min behtri la saky or soch badly .. khoda ham sab par reham farmay or achy insan bnay ,pos
9905,nice acting ,pos
9906,nice bro .... buht umdaa,pos
9907,nice buhat achi sharing ki very nice,pos
9908,nice but mujhy acha ni lga k ye baal khool k nabi saww se mukhatib ho rhi h ... yaqeen is ki sada sun k nabi pak saww ne b nazryn jhuka li hongi ... ﻿,pos
9909,nice cast ... muje to maham ke acting ka buhtu maza aaya ... nice acting by fawad khan﻿,pos
9910,nice drama . pak fauj tujhy salaam﻿,pos
9911,nice drma adeel ky rana wesy glt krta hai agr wo us sy sai boly to wo kisi ki trf na dekhy ? ,pos
9912,"nice episode mahrukh ne accha kia ammar k or uski ammi k sath ,, boht maza aaya ,, ",pos
9913,nice fone jitni tareef ki jaey km ha ,pos
9914,nice g to good choro koi bat masal thori hai love u ayeza﻿,pos
9915,nice info .... share krne ka shukriya ... ,pos
9916,nice kapal jaisa darama hain waisay he kapal bi liya﻿,pos
9917,nice mobile ,pos
9918,nice mobile samsung or hwauei se acha ha touch bhi fine ha ,pos
9919,nice movie ... with sakoon of pakistan ...... kya dialogue that you confuse pain with anger ...... this lady sabreena is amazing n arhaan also .... rab pakistan wich sakoon bakshe﻿,pos
9920,nice movie hum bht acha ja ray hai bus todi mahnaat or cinema honers k ander gharat ki zaroorat ha inshahallah ek din hamari film industry bhi hamari drama industry ki tarah no . 1 ho jay gi phir india walay hamaray dramo ki tarah filmay bhi hamari dekhay gay,pos
9921,nice movie par beach beach mein khach b mari ha movie mein﻿,pos
9922,nice movie pk kashif manpoqwer labour supply 00923446943002﻿,pos
9923,nice movie ya movie bhoty achh﻿,pos
9924,nice phone ha ,pos
9925,"nice sensible movie , zyada drama bhi nahin tha .. really liked it .. ﻿",pos
9926,nice sharing,pos
9927,nice sharing dear friend . bohat ache ha . ,pos
9928,nice sharing lakin kiya is high quality game chaltay hy k nahi,pos
9929,nice shearing,pos
9930,nice software hai review dey kar app ney kamal kardey thanks,pos
9931,nice song esa hi hota jahn esa susral ho ache logo ko hamesha bure log molten he ye bilkul sach he﻿,pos
9932,nice tips bhi . boht aala,pos
9933,nice trick agar screen shots detay to zyada acha hota thanks,pos
9934,"nice work ... ache safaye say kkarhaye ki hay ,,,,{( cray )} ",pos
9935,nice yar apple apple hai baki sab shesha hai es ka agy mujhy es ki speed bht ala ho ghi 2 gm ram thats goood bas jaldi sa ajaye . ,pos
9936,nice yarrrr kamal he,pos
9937,nice .... bt i dnt lyk adrak ..... acha kya nahi daaala,pos
9938,nice ... atif aslam ... masha allah ... allah pak apko zindagi or sehat de ... ameen﻿,pos
9939,nihayat khubsurat zubaan hai urdu ... dher saara pyaar bharat se ... ﻿,pos
9940,no doubt quiad - e - azam is great leader of the world . ,pos
9941,noora in trouble geo imran khan,pos
9942,normal sa phone hay ,pos
9943,note 5 bht zbrdast mbl hai jo aford krty ha zror ly pr ly pin pack ,pos
9944,note 7 completely recall ho chuka hai aur jo faulty batteries waly set thy wo replace ho chuky hein . ,pos
9945,"number one drama sadqe tumhare , 100 times km se km dekh chuka hun but dil hy k bharta hi nhn , wwwwwonderful serial , number one ever ? ",pos
9946,nusrat yad agya k ye ishaq nhi aasan bas itna samaj lijiye ik aag ka darya hai or dob k jana hai very nice ,pos
9947,nwaz hakomt ko chaiya k mrdan kia porey pakistan ki seciurte ka khiyal rahkian,pos
9948,o diwo g,pos
9949,o ho thanks g bara maza aaya kha k,pos
9950,"o yara bin "" atif "" jeena mumkin nhi",pos
9951,"obama ke liye toh sirf kehna asaan hai , woh toh chahta hi nai k pakistan me aman aye ... insha allah zaroor pakistan me aman ayega . ",pos
9952,obv ab bas semis bhi jheet jayein ye . double khushi :p,pos
9953,ofcourse bilkul theak hy ye tu kisi k b khilaf ho honi chahiye,pos
9954,oh acha hoa aa gya smj,pos
9955,"oh ho main na note ni kya , bohat mazy ka laga raga ha",pos
9956,oh lala jeetey isb ya quetta jeet hogi pakistan ki hi ;) # psl sari teams hi apni hen ;) ,pos
9957,"oh pasta mja b khana hai , pasand ha",pos
